
Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2016,Greece,Zambia,"Refugees (incl. refugee-like situations)",1
2016,Greece,Zimbabwe,Asylum-seekers,1
2016,Greece,Zimbabwe,"Refugees (incl. refugee-like situations)",4
2016,Grenada,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",1
2016,Guatemala,"Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)",1
2016,Guatemala,Colombia,"Refugees (incl. refugee-like situations)",6
2016,Guatemala,Cuba,"Refugees (incl. refugee-like situations)",2
2016,Guatemala,Ethiopia,Asylum-seekers,1
2016,Guatemala,Honduras,Asylum-seekers,1
2016,Guatemala,Honduras,"Refugees (incl. refugee-like situations)",33
2016,Guatemala,Jamaica,"Refugees (incl. refugee-like situations)",1
2016,Guatemala,Nicaragua,"Refugees (incl. refugee-like situations)",100
2016,Guatemala,"El Salvador","Refugees (incl. refugee-like situations)",150
2016,Guatemala,Ukraine,"Refugees (incl. refugee-like situations)",1
2016,Guatemala,"Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",6
2016,Guatemala,Various/Unknown,"Others of concern",23900
2016,Guyana,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",7
2016,Guyana,Rwanda,"Refugees (incl. refugee-like situations)",4
2016,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,"China, Hong Kong SAR",Burundi,"Refugees (incl. refugee-like situations)",1
2016,"China, Hong Kong SAR",Bangladesh,"Refugees (incl. refugee-like situations)",2
2016,"China, Hong Kong SAR","Central African Rep.","Refugees (incl. refugee-like situations)",1
2016,"China, Hong Kong SAR","Côte d'Ivoire","Refugees (incl. refugee-like situations)",2
2016,"China, Hong Kong SAR",Egypt,"Refugees (incl. refugee-like situations)",2
2016,"China, Hong Kong SAR","United Kingdom","Refugees (incl. refugee-like situations)",2
2016,"China, Hong Kong SAR",Gambia,"Refugees (incl. refugee-like situations)",1
2016,"China, Hong Kong SAR",Indonesia,"Refugees (incl. refugee-like situations)",4
2016,"China, Hong Kong SAR",Jordan,"Refugees (incl. refugee-like situations)",1
2016,"China, Hong Kong SAR","Sri Lanka","Refugees (incl. refugee-like situations)",25
2016,"China, Hong Kong SAR",Nepal,"Refugees (incl. refugee-like situations)",1
2016,"China, Hong Kong SAR",Pakistan,"Refugees (incl. refugee-like situations)",10
2016,"China, Hong Kong SAR",Palestinian,"Refugees (incl. refugee-like situations)",2
2016,"China, Hong Kong SAR","Russian Federation","Refugees (incl. refugee-like situations)",2
2016,"China, Hong Kong SAR",Rwanda,"Refugees (incl. refugee-like situations)",19
2016,"China, Hong Kong SAR",Somalia,"Refugees (incl. refugee-like situations)",27
2016,"China, Hong Kong SAR",Uganda,"Refugees (incl. refugee-like situations)",5
2016,"China, Hong Kong SAR","Viet Nam","Refugees (incl. refugee-like situations)",2
2016,Honduras,Honduras,"Internally displaced persons",174000
2016,Honduras,Honduras,"Others of concern",4800
2016,Honduras,Haiti,"Refugees (incl. refugee-like situations)",1
2016,Honduras,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",3
2016,Honduras,Nicaragua,"Refugees (incl. refugee-like situations)",6
2016,Honduras,"El Salvador",Asylum-seekers,10
2016,Honduras,"El Salvador","Refugees (incl. refugee-like situations)",5
2016,Honduras,"Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",1
2016,Croatia,Afghanistan,Asylum-seekers,140
2016,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",39
2016,Croatia,Armenia,"Refugees (incl. refugee-like situations)",1
2016,Croatia,Azerbaijan,Asylum-seekers,1
2016,Croatia,Azerbaijan,"Refugees (incl. refugee-like situations)",5
2016,Croatia,Bangladesh,Asylum-seekers,5
2016,Croatia,Bangladesh,"Refugees (incl. refugee-like situations)",1
2016,Croatia,Bahrain,Asylum-seekers,1
2016,Croatia,"Bosnia and Herzegovina",Asylum-seekers,4
2016,Croatia,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",37
2016,Croatia,Belarus,"Refugees (incl. refugee-like situations)",4
2016,Croatia,Cameroon,Asylum-seekers,6
2016,Croatia,Cameroon,"Refugees (incl. refugee-like situations)",1
2016,Croatia,"Dem. Rep. of the Congo",Asylum-seekers,1
2016,Croatia,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",2
2016,Croatia,Congo,"Refugees (incl. refugee-like situations)",3
2016,Croatia,Cuba,Asylum-seekers,1
2016,Croatia,Germany,Asylum-seekers,1
2016,Croatia,Algeria,Asylum-seekers,7
2016,Croatia,Egypt,Asylum-seekers,2
2016,Croatia,Egypt,"Refugees (incl. refugee-like situations)",1
2016,Croatia,Eritrea,Asylum-seekers,6
2016,Croatia,Eritrea,"Refugees (incl. refugee-like situations)",8
2016,Croatia,Estonia,Asylum-seekers,1
2016,Croatia,Georgia,"Refugees (incl. refugee-like situations)",4
2016,Croatia,Ghana,"Refugees (incl. refugee-like situations)",1
2016,Croatia,Guinea,Asylum-seekers,1
2016,Croatia,Croatia,"Others of concern",14518
2016,Croatia,"Iran (Islamic Rep. of)",Asylum-seekers,69
2016,Croatia,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",8
2016,Croatia,Iraq,Asylum-seekers,120
2016,Croatia,Iraq,"Refugees (incl. refugee-like situations)",30
2016,Croatia,Kazakhstan,"Refugees (incl. refugee-like situations)",5
2016,Croatia,Kuwait,"Refugees (incl. refugee-like situations)",2
2016,Croatia,Libya,Asylum-seekers,3
2016,Croatia,Libya,"Refugees (incl. refugee-like situations)",3
2016,Croatia,Morocco,Asylum-seekers,7
2016,Croatia,Morocco,"Refugees (incl. refugee-like situations)",1
2016,Croatia,"Rep. of Moldova",Asylum-seekers,1
2016,Croatia,"Rep. of Moldova","Refugees (incl. refugee-like situations)",2
2016,Croatia,"The former Yugoslav Republic of Macedonia",Asylum-seekers,1
2016,Croatia,Mauritania,"Refugees (incl. refugee-like situations)",3
2016,Croatia,Nigeria,Asylum-seekers,5
2016,Croatia,Nigeria,"Refugees (incl. refugee-like situations)",10
2016,Croatia,Pakistan,Asylum-seekers,15
2016,Croatia,Pakistan,"Refugees (incl. refugee-like situations)",3
2016,Croatia,Palestinian,Asylum-seekers,4
2016,Croatia,Palestinian,"Refugees (incl. refugee-like situations)",2
2016,Croatia,"Russian Federation",Asylum-seekers,3
2016,Croatia,"Russian Federation","Refugees (incl. refugee-like situations)",14
2016,Croatia,Sudan,"Refugees (incl. refugee-like situations)",4
2016,Croatia,Senegal,Asylum-seekers,2
2016,Croatia,Senegal,"Refugees (incl. refugee-like situations)",1
2016,Croatia,"Sierra Leone",Asylum-seekers,1
2016,Croatia,Somalia,"Refugees (incl. refugee-like situations)",21
2016,Croatia,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",1
2016,Croatia,"Syrian Arab Rep.",Asylum-seekers,132
2016,Croatia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",60
2016,Croatia,Tunisia,Asylum-seekers,1
2016,Croatia,Turkey,Asylum-seekers,12
2016,Croatia,Turkey,"Refugees (incl. refugee-like situations)",13
2016,Croatia,Uganda,"Refugees (incl. refugee-like situations)",3
2016,Croatia,Ukraine,Asylum-seekers,1
2016,Croatia,Ukraine,"Refugees (incl. refugee-like situations)",5
2016,Croatia,Uzbekistan,"Refugees (incl. refugee-like situations)",3
2016,Croatia,Stateless,"Stateless persons",2873
2016,Croatia,Various/Unknown,Asylum-seekers,3
2016,Croatia,Various/Unknown,"Refugees (incl. refugee-like situations)",2
2016,Croatia,Zimbabwe,"Refugees (incl. refugee-like situations)",1
2016,Haiti,Cameroon,Asylum-seekers,2
2016,Haiti,Congo,Asylum-seekers,1
2016,Haiti,Cuba,Asylum-seekers,1
2016,Haiti,Ethiopia,"Refugees (incl. refugee-like situations)",3
2016,Haiti,Libya,"Refugees (incl. refugee-like situations)",1
2016,Haiti,"Sri Lanka",Asylum-seekers,1
2016,Haiti,Niger,"Refugees (incl. refugee-like situations)",1
2016,Haiti,Stateless,"Stateless persons",2302
2016,Hungary,Afghanistan,Asylum-seekers,1392
2016,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1008
2016,Hungary,Angola,"Refugees (incl. refugee-like situations)",5
2016,Hungary,Albania,Asylum-seekers,1
2016,Hungary,Albania,"Refugees (incl. refugee-like situations)",2
2016,Hungary,Armenia,Asylum-seekers,27
2016,Hungary,Armenia,"Refugees (incl. refugee-like situations)",47
2016,Hungary,Azerbaijan,"Refugees (incl. refugee-like situations)",13
2016,Hungary,"Burkina Faso","Refugees (incl. refugee-like situations)",1
2016,Hungary,Bangladesh,Asylum-seekers,16
2016,Hungary,Bangladesh,"Refugees (incl. refugee-like situations)",8
2016,Hungary,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",1
2016,Hungary,Belarus,Asylum-seekers,1
2016,Hungary,"Central African Rep.","Refugees (incl. refugee-like situations)",1
2016,Hungary,China,Asylum-seekers,3
2016,Hungary,China,"Refugees (incl. refugee-like situations)",7
2016,Hungary,"Côte d'Ivoire",Asylum-seekers,1
2016,Hungary,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",15
2016,Hungary,Cameroon,Asylum-seekers,7
2016,Hungary,Cameroon,"Refugees (incl. refugee-like situations)",34
2016,Hungary,"Dem. Rep. of the Congo",Asylum-seekers,4
2016,Hungary,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",22
2016,Hungary,Congo,Asylum-seekers,1
2016,Hungary,Congo,"Refugees (incl. refugee-like situations)",11
2016,Hungary,Colombia,"Refugees (incl. refugee-like situations)",1
2016,Hungary,Comoros,"Refugees (incl. refugee-like situations)",2
2016,Hungary,Cuba,Asylum-seekers,9
2016,Hungary,Cuba,"Refugees (incl. refugee-like situations)",75
2016,Hungary,"Dominican Rep.","Refugees (incl. refugee-like situations)",1
2016,Hungary,Algeria,Asylum-seekers,78
2016,Hungary,Algeria,"Refugees (incl. refugee-like situations)",15
2016,Hungary,Egypt,Asylum-seekers,20
2016,Hungary,Egypt,"Refugees (incl. refugee-like situations)",14
2016,Hungary,Eritrea,Asylum-seekers,7
2016,Hungary,Eritrea,"Refugees (incl. refugee-like situations)",49
2016,Hungary,"Western Sahara",Asylum-seekers,2
2016,Hungary,Ethiopia,Asylum-seekers,2
2016,Hungary,Ethiopia,"Refugees (incl. refugee-like situations)",31
2016,Hungary,Georgia,Asylum-seekers,7
2016,Hungary,Georgia,"Refugees (incl. refugee-like situations)",61
2016,Hungary,Ghana,Asylum-seekers,1
2016,Hungary,Ghana,"Refugees (incl. refugee-like situations)",5
2016,Hungary,Guinea,"Refugees (incl. refugee-like situations)",6
2016,Hungary,Gambia,Asylum-seekers,2
2016,Hungary,Croatia,"Refugees (incl. refugee-like situations)",5
2016,Hungary,India,Asylum-seekers,8
2016,Hungary,India,"Refugees (incl. refugee-like situations)",4
2016,Hungary,"Iran (Islamic Rep. of)",Asylum-seekers,129
2016,Hungary,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",112
2016,Hungary,Iraq,Asylum-seekers,396
2016,Hungary,Iraq,"Refugees (incl. refugee-like situations)",466
2016,Hungary,Jordan,"Refugees (incl. refugee-like situations)",3
2016,Hungary,Kazakhstan,Asylum-seekers,1
2016,Hungary,Kazakhstan,"Refugees (incl. refugee-like situations)",2
2016,Hungary,Kenya,"Refugees (incl. refugee-like situations)",1
2016,Hungary,Kyrgyzstan,Asylum-seekers,5
2016,Hungary,Kuwait,Asylum-seekers,1
2016,Hungary,Kuwait,"Refugees (incl. refugee-like situations)",1
2016,Hungary,Lebanon,Asylum-seekers,8
2016,Hungary,Lebanon,"Refugees (incl. refugee-like situations)",7
2016,Hungary,Liberia,"Refugees (incl. refugee-like situations)",2
2016,Hungary,Libya,Asylum-seekers,9
2016,Hungary,Libya,"Refugees (incl. refugee-like situations)",4
2016,Hungary,"Sri Lanka",Asylum-seekers,8
2016,Hungary,"Sri Lanka","Refugees (incl. refugee-like situations)",12
2016,Hungary,Morocco,Asylum-seekers,43
2016,Hungary,Morocco,"Refugees (incl. refugee-like situations)",2
2016,Hungary,"Rep. of Moldova",Asylum-seekers,1
2016,Hungary,"Rep. of Moldova","Refugees (incl. refugee-like situations)",4
2016,Hungary,Mali,Asylum-seekers,5
2016,Hungary,Mali,"Refugees (incl. refugee-like situations)",3
2016,Hungary,Myanmar,"Refugees (incl. refugee-like situations)",3
2016,Hungary,Mongolia,Asylum-seekers,1
2016,Hungary,Mongolia,"Refugees (incl. refugee-like situations)",1
2016,Hungary,Mauritania,"Refugees (incl. refugee-like situations)",3
2016,Hungary,Nigeria,Asylum-seekers,11
2016,Hungary,Nigeria,"Refugees (incl. refugee-like situations)",52
2016,Hungary,Nepal,Asylum-seekers,1
2016,Hungary,Nepal,"Refugees (incl. refugee-like situations)",11
2016,Hungary,Pakistan,Asylum-seekers,191
2016,Hungary,Pakistan,"Refugees (incl. refugee-like situations)",55
2016,Hungary,Palestinian,Asylum-seekers,34
2016,Hungary,Palestinian,"Refugees (incl. refugee-like situations)",82
2016,Hungary,Romania,"Refugees (incl. refugee-like situations)",30
2016,Hungary,"Russian Federation",Asylum-seekers,2
2016,Hungary,"Russian Federation","Refugees (incl. refugee-like situations)",36
2016,Hungary,"Saudi Arabia","Refugees (incl. refugee-like situations)",1
2016,Hungary,Sudan,Asylum-seekers,1
2016,Hungary,Sudan,"Refugees (incl. refugee-like situations)",69
2016,Hungary,Senegal,"Refugees (incl. refugee-like situations)",2
2016,Hungary,"Sierra Leone","Refugees (incl. refugee-like situations)",3
2016,Hungary,Somalia,Asylum-seekers,18
2016,Hungary,Somalia,"Refugees (incl. refugee-like situations)",644
2016,Hungary,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,57
2016,Hungary,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",37
2016,Hungary,"Syrian Arab Rep.",Asylum-seekers,864
2016,Hungary,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",584
2016,Hungary,Togo,"Refugees (incl. refugee-like situations)",1
2016,Hungary,Tajikistan,Asylum-seekers,8
2016,Hungary,Tunisia,Asylum-seekers,4
2016,Hungary,Tunisia,"Refugees (incl. refugee-like situations)",7
2016,Hungary,Turkey,Asylum-seekers,10
2016,Hungary,Turkey,"Refugees (incl. refugee-like situations)",36
2016,Hungary,"United Rep. of Tanzania","Refugees (incl. refugee-like situations)",1
2016,Hungary,Uganda,"Refugees (incl. refugee-like situations)",6
2016,Hungary,Ukraine,Asylum-seekers,3
2016,Hungary,Ukraine,"Refugees (incl. refugee-like situations)",19
2016,Hungary,"United States of America","Refugees (incl. refugee-like situations)",2
2016,Hungary,Uzbekistan,"Refugees (incl. refugee-like situations)",8
2016,Hungary,"Viet Nam",Asylum-seekers,2
2016,Hungary,"Viet Nam","Refugees (incl. refugee-like situations)",1
2016,Hungary,Stateless,"Refugees (incl. refugee-like situations)",76
2016,Hungary,Stateless,"Stateless persons",135
2016,Hungary,Various/Unknown,Asylum-seekers,9
2016,Hungary,Various/Unknown,"Refugees (incl. refugee-like situations)",897
2016,Hungary,Yemen,Asylum-seekers,2
2016,Hungary,Yemen,"Refugees (incl. refugee-like situations)",14
2016,Hungary,Zimbabwe,"Refugees (incl. refugee-like situations)",4
2016,Indonesia,Afghanistan,Asylum-seekers,2775
2016,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",4379
2016,Indonesia,Afghanistan,"Returned refugees",22
2016,Indonesia,Angola,Asylum-seekers,6
2016,Indonesia,"United Arab Emirates","Refugees (incl. refugee-like situations)",1
2016,Indonesia,Benin,Asylum-seekers,1
2016,Indonesia,Bangladesh,Asylum-seekers,68
2016,Indonesia,Belarus,Asylum-seekers,3
2016,Indonesia,"Central African Rep.",Asylum-seekers,1
2016,Indonesia,China,Asylum-seekers,15
2016,Indonesia,China,"Refugees (incl. refugee-like situations)",9
2016,Indonesia,"Côte d'Ivoire",Asylum-seekers,9
2016,Indonesia,Cameroon,Asylum-seekers,40
2016,Indonesia,Cameroon,"Refugees (incl. refugee-like situations)",2
2016,Indonesia,"Dem. Rep. of the Congo",Asylum-seekers,18
2016,Indonesia,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",3
2016,Indonesia,Congo,Asylum-seekers,3
2016,Indonesia,Algeria,Asylum-seekers,4
2016,Indonesia,Egypt,Asylum-seekers,17
2016,Indonesia,Egypt,"Refugees (incl. refugee-like situations)",14
2016,Indonesia,Eritrea,Asylum-seekers,31
2016,Indonesia,Eritrea,"Refugees (incl. refugee-like situations)",23
2016,Indonesia,Ethiopia,Asylum-seekers,221
2016,Indonesia,Ethiopia,"Refugees (incl. refugee-like situations)",64
2016,Indonesia,Gabon,Asylum-seekers,2
2016,Indonesia,Ghana,Asylum-seekers,4
2016,Indonesia,Guinea,Asylum-seekers,12
2016,Indonesia,Gambia,Asylum-seekers,2
2016,Indonesia,Gambia,"Refugees (incl. refugee-like situations)",1
2016,Indonesia,India,Asylum-seekers,13
2016,Indonesia,"Iran (Islamic Rep. of)",Asylum-seekers,202
2016,Indonesia,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",246
2016,Indonesia,Iraq,Asylum-seekers,572
2016,Indonesia,Iraq,"Refugees (incl. refugee-like situations)",374
2016,Indonesia,Iraq,"Returned refugees",5
2016,Indonesia,Jordan,Asylum-seekers,1
2016,Indonesia,Kuwait,Asylum-seekers,4
2016,Indonesia,Kuwait,"Refugees (incl. refugee-like situations)",10
2016,Indonesia,Lebanon,Asylum-seekers,1
2016,Indonesia,Liberia,Asylum-seekers,13
2016,Indonesia,Libya,Asylum-seekers,12
2016,Indonesia,"Sri Lanka",Asylum-seekers,197
2016,Indonesia,"Sri Lanka","Refugees (incl. refugee-like situations)",343
2016,Indonesia,"Sri Lanka","Returned refugees",2
2016,Indonesia,Morocco,Asylum-seekers,1
2016,Indonesia,Mali,Asylum-seekers,10
2016,Indonesia,Myanmar,Asylum-seekers,67
2016,Indonesia,Myanmar,"Refugees (incl. refugee-like situations)",887
2016,Indonesia,Malaysia,Asylum-seekers,2
2016,Indonesia,Nigeria,Asylum-seekers,725
2016,Indonesia,Nepal,Asylum-seekers,2
2016,Indonesia,Pakistan,Asylum-seekers,93
2016,Indonesia,Pakistan,"Refugees (incl. refugee-like situations)",335
2016,Indonesia,Palestinian,Asylum-seekers,95
2016,Indonesia,Palestinian,"Refugees (incl. refugee-like situations)",350
2016,Indonesia,"Russian Federation",Asylum-seekers,2
2016,Indonesia,"Saudi Arabia",Asylum-seekers,1
2016,Indonesia,Sudan,Asylum-seekers,194
2016,Indonesia,Sudan,"Refugees (incl. refugee-like situations)",196
2016,Indonesia,Sudan,"Returned refugees",3
2016,Indonesia,"Sierra Leone",Asylum-seekers,23
2016,Indonesia,Somalia,Asylum-seekers,898
2016,Indonesia,Somalia,"Refugees (incl. refugee-like situations)",548
2016,Indonesia,Somalia,"Returned refugees",3
2016,Indonesia,"Syrian Arab Rep.",Asylum-seekers,38
2016,Indonesia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",30
2016,Indonesia,Togo,Asylum-seekers,1
2016,Indonesia,Thailand,Asylum-seekers,1
2016,Indonesia,Tunisia,Asylum-seekers,1
2016,Indonesia,Turkey,Asylum-seekers,5
2016,Indonesia,Uganda,Asylum-seekers,1
2016,Indonesia,Uganda,"Refugees (incl. refugee-like situations)",1
2016,Indonesia,Ukraine,Asylum-seekers,1
2016,Indonesia,Yemen,Asylum-seekers,170
2016,Indonesia,Yemen,"Refugees (incl. refugee-like situations)",11
2016,India,Afghanistan,Asylum-seekers,4255
2016,India,Afghanistan,"Refugees (incl. refugee-like situations)",7693
2016,India,Afghanistan,"Returned refugees",119
2016,India,Angola,Asylum-seekers,4
2016,India,Angola,"Refugees (incl. refugee-like situations)",1
2016,India,Burundi,Asylum-seekers,3
2016,India,Burundi,"Refugees (incl. refugee-like situations)",2
2016,India,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",1
2016,India,China,"Refugees (incl. refugee-like situations)",110098
2016,India,"Côte d'Ivoire",Asylum-seekers,8
