Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Tota pending start-year","of which UNHCR-assisted","Applied during year",statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,"Otherwise closed","Total decisions","Total pending end-year","of which UNHCR-assisted"
2016,Belgium,China,"G / RA",,,201,,,,188,188,,
2016,Belgium,China,"G / JR",9,,25,,,30,3,33,6,
2016,Belgium,China,"G / FI",149,,125,124,,36,2,162,143,
2016,Bulgaria,China,"G / FI",,,13,,,5,,5,13,13
2016,Bahamas,China,"J / FI",4,4,,1,,,3,4,,
2016,Brazil,China,"G / FI",345,4,322,2,,3,,5,662,3
2016,Canada,China,"G / FI",880,,1331,360,,615,110,1085,2110,
2016,Switzerland,China,"G / FI",590,,333,62,175,190,52,479,511,
2016,Switzerland,China,"G / FI",,,17,,,,,,,
2016,"Costa Rica",China,"G / AR",1,1,,,,,1,1,,
2016,Cyprus,China,"G / FI",6,2,,,,,1,1,5,5
2016,Cyprus,China,"G / RA",1,,,,,1,,1,,
2016,Cyprus,China,"G / AR",4,,,,,1,,1,3,2
2016,"Czech Rep.",China,"G / FI",36,,64,,,2,4,6,98,
2016,"Czech Rep.",China,"G / RA",,,4,,,,,,,
2016,Germany,China,"G / NA",1092,,1031,78,22,386,171,657,1463,
2016,Germany,China,"G / JR",120,,,16,4,15,27,62,161,
2016,Germany,China,"G / RA",61,,30,3,6,8,24,41,49,
2016,Denmark,China,"G / AR",4,,18,1,,,16,17,4,
2016,Denmark,China,"G / FI",18,,9,1,,,19,20,6,
2016,Egypt,China,"U / FI",8,8,,,,,4,4,4,4
2016,Spain,China,"G / FI",240,,159,3,2,1,,6,390,
2016,Finland,China,"G / FI",12,,50,8,,1,2,11,51,
2016,Finland,China,"G / RA",,,1,,,,,,1,
2016,France,China,"G / FI",889,,1964,778,2,1440,,2220,535,
2016,France,China,"G / RA",,,18,,,3,14,17,,
2016,France,China,"G / AR",636,,1319,22,3,204,1280,1509,442,
2016,France,China,"G / RA",,,62,,,,,,,
2016,"United Kingdom",China,"G / AR",,,242,23,,236,11,270,,
2016,"United Kingdom",China,"G / RA",,,28,,,2,3,5,,
2016,"United Kingdom",China,"G / FI",802,,913,16,14,565,231,826,739,
2016,Greece,China,"G / FI",50,,129,8,,62,12,82,115,
2016,Greece,China,"G / RA",,,19,,,,,,,
2016,Greece,China,"G / AR",25,,69,,,15,3,18,72,
2016,Hungary,China,"G / RA",,,8,,,,,,,
2016,Hungary,China,"G / FA",2,,,1,2,4,12,19,3,
2016,Hungary,China,"G / FI",,,19,,,,,,,
2016,Indonesia,China,"U / AR",6,6,,,,,,,6,6
2016,Indonesia,China,"U / FI",6,6,3,,,,,,9,9
2016,Ireland,China,"G / FI",13,,22,1,,15,5,21,16,
2016,Ireland,China,"G / RA",,,2,,,,,,,
2016,Italy,China,"G / FI",310,,869,12,14,240,,266,878,
2016,Japan,China,"G / AR",52,,,,,,,,28,
2016,Kazakhstan,China,"U / FI",6,6,,,,,,,6,6
2016,"Rep. of Korea",China,"G / FA",469,7,1062,1,,714,76,791,765,
2016,"Lao People's Dem. Rep.",China,"U / FI",,,1,,,,1,1,,
2016,Liechtenstein,China,"G / FI",11,,6,11,2,,,13,9,
2016,Latvia,China,"G / FI",,,2,,,1,,1,1,
2016,Mexico,China,"G / FI",1,,2,,,2,,2,1,
2016,Malta,China,"G / AR",2,,,,1,1,,2,,
2016,Mongolia,China,"U / FA",,,1,,,,,,1,1
2016,Mongolia,China,"U / FI",1,1,,,,,,,1,1
2016,Malaysia,China,"U / FI",5,5,13,1,,6,,7,11,11
2016,Malaysia,China,"U / AR",2,2,7,1,,,,1,8,8
2016,Netherlands,China,"G / FI",104,,95,22,,31,13,66,98,
2016,Netherlands,China,"G / RA",6,,11,,,6,,6,1,
2016,Norway,China,"G / AR",6,,22,,,17,,17,6,
2016,Norway,China,"G / RA",1,,,1,,,,1,,
2016,Norway,China,"G / FI",22,,23,24,,4,11,39,7,
2016,"New Zealand",China,"G / FI",10,,64,14,,12,,26,47,
2016,Peru,China,"G / FI",4,,,,,1,,1,3,
2016,Philippines,China,"G / FA",6,,1,,,,2,2,5,
2016,Poland,China,"G / FI",1,,11,4,,,10,14,2,
2016,Portugal,China,"G / FI",74,,12,,,39,2,41,45,
2016,Romania,China,"G / FI",14,2,4,,,4,,4,1,1
2016,Romania,China,"G / JR",,,,,,15,,15,,
2016,Romania,China,"G / RA",,,7,,,,,,,
2016,"Russian Federation",China,"G / FI",1,1,,,,,1,1,,
2016,"Russian Federation",China,"G / TA",2,2,,,,,2,2,,
2016,"Saudi Arabia",China,"U / FI",4,4,,,,,,,4,4
2016,Slovakia,China,"G / RA",,,1,,,,,,,
2016,Slovakia,China,"G / FI",,,,,,1,,1,,
2016,Slovenia,China,"G / FI",,,6,,,,,,6,
2016,Sweden,China,"G / RA",6,,7,,,6,1,7,5,
2016,Sweden,China,"G / FI",86,,70,33,,46,38,117,35,
2016,Sweden,China,"G / FI",1,,1,,,1,,1,1,
2016,Sweden,China,"G / AR",8,,50,4,3,21,8,36,22,
2016,Thailand,China,"U / AR",3,3,6,,,3,,3,6,6
2016,Thailand,China,"U / RA",,,1,1,,,,1,,
2016,Thailand,China,"U / FI",117,117,67,97,,16,24,137,47,47
2016,Turkey,China,"U / FI",62,62,57,,,,27,27,92,92
2016,Ukraine,China,"G / JR",5,,1,,,,,,6,1
2016,Ukraine,China,"G / FI",2,1,1,,,,,,3,1
2016,Ukraine,China,"U / FI",1,1,1,,,,,,2,2
2016,"United States of America",China,"G / IN",22908,,17753,1040,,16,2113,3169,37653,
2016,"United States of America",China,"G / EO",22617,,2115,3131,,563,4221,7915,19797,
2016,"South Africa",China,"G / FI",1395,140,125,,,148,,148,1372,
2016,"South Africa",China,"G / AR",525,53,,,,,525,525,,
2016,"South Africa",China,"G / AR",130,13,,,,,130,130,,
2016,Zambia,"Côte d'Ivoire","G / FI",4,4,,,,,1,1,3,3
2016,Angola,"Côte d'Ivoire","G / FI",5938,,,,,,,,5938,
2016,Argentina,"Côte d'Ivoire","G / FI",4,,1,,,2,2,4,1,
2016,Argentina,"Côte d'Ivoire","G / JR",1,,,,,,,,1,
2016,Argentina,"Côte d'Ivoire","G / AR",3,,,,,,,,3,
2016,Australia,"Côte d'Ivoire","G / AR",,,1,,,,,,1,
2016,Austria,"Côte d'Ivoire","G / FA",53,,27,6,1,6,18,31,46,
2016,Belgium,"Côte d'Ivoire","G / JR",21,,37,1,1,43,5,50,17,
2016,Belgium,"Côte d'Ivoire","G / RA",,,18,,,,11,11,,
2016,Belgium,"Côte d'Ivoire","G / FI",60,,118,18,1,52,3,74,89,
2016,Benin,"Côte d'Ivoire","G / FI",7,7,15,11,,,,11,11,11
2016,"Burkina Faso","Côte d'Ivoire","J / FI",7,7,1,1,,,,1,7,7
2016,Bulgaria,"Côte d'Ivoire","G / FI",19,19,1,,1,1,,2,6,6
2016,Bulgaria,"Côte d'Ivoire","G / RA",,,3,,,,,,3,3
2016,"Bolivia (Plurinational State of)","Côte d'Ivoire","G / FI",,,2,2,,,,2,,
2016,Brazil,"Côte d'Ivoire","G / FI",43,33,12,3,2,2,,7,48,19
2016,"Central African Rep.","Côte d'Ivoire","G / FI",1,1,,,,,1,1,,
2016,Canada,"Côte d'Ivoire","G / FI",14,,32,24,,9,1,34,27,
2016,Switzerland,"Côte d'Ivoire","G / FI",46,,339,8,8,16,298,330,72,
2016,Switzerland,"Côte d'Ivoire","G / FI",,,8,,,,,,,
2016,China,"Côte d'Ivoire","U / AR",,,8,,,,3,3,5,5
2016,China,"Côte d'Ivoire","U / FI",16,16,12,,,8,4,12,16,16
2016,Cameroon,"Côte d'Ivoire","U / RA",7,7,7,,,,6,6,8,8
2016,Cameroon,"Côte d'Ivoire","U / FI",120,120,31,2,,17,99,118,33,33
2016,Cameroon,"Côte d'Ivoire","U / AR",65,65,17,,,8,53,61,21,21
2016,"Dem. Rep. of the Congo","Côte d'Ivoire","G / FI",8,8,3,,,,,,11,11
2016,Congo,"Côte d'Ivoire","G / FA",28,28,1,,,,,,29,29
2016,"Costa Rica","Côte d'Ivoire","G / FI",4,4,8,,,,8,8,4,4
2016,Cyprus,"Côte d'Ivoire","G / FI",6,4,9,2,,1,,3,12,6
2016,Cyprus,"Côte d'Ivoire","G / AR",2,1,1,1,,,,1,2,
2016,"Czech Rep.","Côte d'Ivoire","G / FI",2,,,,,1,1,2,,
2016,Germany,"Côte d'Ivoire","G / JR",259,,,3,1,37,218,259,333,
2016,Germany,"Côte d'Ivoire","G / RA",21,,23,,,6,14,20,23,
2016,Germany,"Côte d'Ivoire","G / NA",412,,1636,6,14,148,233,401,1654,
2016,Denmark,"Côte d'Ivoire","G / AR",,,1,,,,1,1,,
2016,Denmark,"Côte d'Ivoire","G / FI",3,,7,,,,1,1,4,
2016,Algeria,"Côte d'Ivoire","U / FI",14,14,36,12,,21,6,39,11,11
2016,Algeria,"Côte d'Ivoire","U / RA",1,1,10,,,2,2,4,7,7
2016,Algeria,"Côte d'Ivoire","U / AR",7,7,19,1,,19,2,22,4,4
2016,Egypt,"Côte d'Ivoire","U / FI",27,27,7,1,,6,18,25,9,9
2016,Spain,"Côte d'Ivoire","G / FI",190,,136,,3,8,,11,205,
2016,Estonia,"Côte d'Ivoire","G / FI",,,,,,,,,,
2016,Ethiopia,"Côte d'Ivoire","J / FI",1,1,1,,,,,,2,2
2016,Finland,"Côte d'Ivoire","G / FI",5,,16,1,,11,5,17,5,
2016,Finland,"Côte d'Ivoire","G / RA",,,,,,,,,,
2016,France,"Côte d'Ivoire","G / RA",,,90,,,,,,,
2016,France,"Côte d'Ivoire","G / RA",,,39,2,,16,16,34,,
2016,France,"Côte d'Ivoire","G / FI",741,,1673,170,62,1028,,1260,1120,
2016,France,"Côte d'Ivoire","G / AR",331,,746,68,34,578,30,710,339,
2016,Gabon,"Côte d'Ivoire","G / FA",2,2,,,,,,,2,2
2016,"United Kingdom","Côte d'Ivoire","G / AR",,,19,8,,16,2,26,,
2016,"United Kingdom","Côte d'Ivoire","G / RA",,,,,,,3,3,,
2016,"United Kingdom","Côte d'Ivoire","G / FI",64,,40,2,3,18,1,24,61,
2016,Georgia,"Côte d'Ivoire","G / FI",25,25,9,,,25,8,33,1,1
2016,Ghana,"Côte d'Ivoire","G / FI",622,622,467,109,,,476,585,504,504
2016,Guinea,"Côte d'Ivoire","G / FI",71,,35,17,,22,34,73,33,
2016,Guinea-Bissau,"Côte d'Ivoire","G / FI",38,38,2,,,,,,12,12
2016,Greece,"Côte d'Ivoire","G / AR",8,,34,4,,9,,13,28,
2016,Greece,"Côte d'Ivoire","G / FI",15,,44,4,,39,4,47,15,
2016,Greece,"Côte d'Ivoire","G / RA",,,5,,,,,,,
2016,Hungary,"Côte d'Ivoire","G / FI",,,3,,,,,,,
2016,Hungary,"Côte d'Ivoire","G / RA",,,3,,,,,,,
2016,Hungary,"Côte d'Ivoire","G / FA",29,,,,1,8,27,36,1,
2016,Indonesia,"Côte d'Ivoire","U / AR",6,6,,,,,4,4,2,2
2016,Indonesia,"Côte d'Ivoire","U / FI",7,7,3,,,,3,3,7,7
2016,India,"Côte d'Ivoire","U / AR",,,1,,,,1,1,,
2016,India,"Côte d'Ivoire","U / FI",5,5,5,,,2,,2,8,8
2016,Ireland,"Côte d'Ivoire","G / FI",,,3,1,,1,,2,1,
2016,Ireland,"Côte d'Ivoire","G / SP",7,,1,,,3,2,5,3,
2016,Ireland,"Côte d'Ivoire","G / AR",2,,1,1,,,,1,1,
2016,Ireland,"Côte d'Ivoire","G / SP",2,,3,,,2,1,3,2,
2016,Iceland,"Côte d'Ivoire","G / FI",,,1,,,,,,,
2016,Italy,"Côte d'Ivoire","G / FI",2061,,7456,111,1067,2633,,3811,5497,
2016,Kenya,"Côte d'Ivoire","J / FI",8,8,2,,,,4,4,6,6
2016,"Rep. of Korea","Côte d'Ivoire","G / FA",25,18,22,1,1,22,1,25,23,3
2016,Lebanon,"Côte d'Ivoire","U / FI",1,,2,,,,,,3,3
2016,Lebanon,"Côte d'Ivoire","U / AR",3,3,,,,,,,3,3
2016,Libya,"Côte d'Ivoire","U / FI",2,2,,,,,,,2,2
2016,Luxembourg,"Côte d'Ivoire","G / AR",2,,4,,,2,1,3,3,
2016,Luxembourg,"Côte d'Ivoire","G / FI",12,,5,,,3,10,13,4,
2016,Luxembourg,"Côte d'Ivoire","G / JR",1,,2,,,3,,3,,
2016,Morocco,"Côte d'Ivoire","U / FI",202,202,320,19,,109,130,258,264,264
2016,Morocco,"Côte d'Ivoire","U / AR",91,91,42,11,,109,,120,13,13
2016,"Rep. of Moldova","Côte d'Ivoire","G / FI",,,1,,,,,,1,1
2016,Madagascar,"Côte d'Ivoire","U / FI",,,1,,,,,,1,1
2016,Mali,"Côte d'Ivoire","G / FI",66,66,58,,,,,,124,124
2016,Malta,"Côte d'Ivoire","G / AR",7,,1,,,6,1,7,,
2016,Malta,"Côte d'Ivoire","G / FI",2,,6,,4,1,1,6,5,
2016,Mozambique,"Côte d'Ivoire","G / FI",16,12,1,,,,5,5,12,
2016,Mauritania,"Côte d'Ivoire","U / AR",31,31,5,1,,2,,3,33,33
2016,Mauritania,"Côte d'Ivoire","U / FI",76,76,27,,,7,62,69,34,34
2016,Malawi,"Côte d'Ivoire","G / FI",,,3,,,,,,3,3
2016,Malaysia,"Côte d'Ivoire","U / FI",1,1,,,,,,,1,1
2016,Malaysia,"Côte d'Ivoire","U / AR",1,1,1,,,,,,2,2
2016,Niger,"Côte d'Ivoire","G / AR",6,6,,,,,,,6,6
2016,Niger,"Côte d'Ivoire","G / FI",9,9,,,,,,,9,9
2016,Nigeria,"Côte d'Ivoire","G / FI",25,25,11,1,,10,,11,25,25
2016,Netherlands,"Côte d'Ivoire","G / RA",7,,11,,,7,,7,5,
2016,Netherlands,"Côte d'Ivoire","G / FI",13,,31,1,,9,9,19,19,
2016,Norway,"Côte d'Ivoire","G / AR",2,,17,,,9,,9,3,
2016,Norway,"Côte d'Ivoire","G / FI",4,,1,1,,3,1,5,,
2016,Panama,"Côte d'Ivoire","G / FI",3,3,,,,,,,3,
2016,Peru,"Côte d'Ivoire","G / FI",1,,,,,,,,1,
2016,Philippines,"Côte d'Ivoire","G / FA",4,,7,3,,,1,4,7,
2016,Portugal,"Côte d'Ivoire","G / FI",7,,6,2,2,4,1,9,4,
2016,Romania,"Côte d'Ivoire","G / FI",1,1,,,,,,,,
2016,Romania,"Côte d'Ivoire","G / RA",,,1,,,,,,,
2016,"Russian Federation","Côte d'Ivoire","G / FI",1,1,1,,,,1,1,,
2016,"Russian Federation","Côte d'Ivoire","G / TA",3,3,7,,5,,2,7,3,3
2016,Senegal,"Côte d'Ivoire","G / FA",303,303,3,,,,,,306,306
2016,"Sierra Leone","Côte d'Ivoire","G / FI",1,,,,,,,,1,
2016,Sweden,"Côte d'Ivoire","G / AR",3,,19,,,14,2,16,7,
2016,Sweden,"Côte d'Ivoire","G / FI",27,,15,1,,13,17,31,9,
2016,Sweden,"Côte d'Ivoire","G / RA",3,,5,,,2,1,3,5,
2016,Swaziland,"Côte d'Ivoire","G / FI",2,,,,,,,,2,
2016,"Syrian Arab Rep.","Côte d'Ivoire","U / FI",5,5,,,,5,,5,,
2016,"Syrian Arab Rep.","Côte d'Ivoire","U / JR",,,5,,,5,,5,,
2016,Chad,"Côte d'Ivoire","G / FA",14,14,,,,,14,14,,
2016,Togo,"Côte d'Ivoire","G / FA",363,363,82,2,,23,,25,420,420
2016,Thailand,"Côte d'Ivoire","U / FI",3,3,2,2,,1,1,4,1,1
2016,Tunisia,"Côte d'Ivoire","U / FI",43,43,,,,,38,38,5,5
2016,Tunisia,"Côte d'Ivoire","U / AR",6,6,6,,,5,7,12,,
2016,Turkey,"Côte d'Ivoire","U / AR",4,4,,,,,2,2,2,2
2016,Turkey,"Côte d'Ivoire","U / FI",34,34,5,,,,19,19,20,20
2016,Ukraine,"Côte d'Ivoire","G / JR",17,9,3,,,2,1,3,17,12
2016,Ukraine,"Côte d'Ivoire","G / FI",11,8,5,,,2,1,3,13,7
2016,Ukraine,"Côte d'Ivoire","U / FI",2,2,,,,,,,2,2
2016,"United States of America","Côte d'Ivoire","G / IN",318,,311,30,,,39,69,563,
2016,"United States of America","Côte d'Ivoire","G / EO",351,,23,15,,21,84,120,293,
2016,"Venezuela (Bolivarian Republic of)","Côte d'Ivoire","G / FI",4,4,,,,,4,4,,
2016,"South Africa","Côte d'Ivoire","G / AR",76,8,,,,,76,76,,
2016,"South Africa","Côte d'Ivoire","G / AR",28,3,,,,,28,28,,
2016,"South Africa","Côte d'Ivoire","G / FI",37,4,17,3,,26,,29,25,
2016,Zambia,Cameroon,"G / FI",2,2,,,,,2,2,,
2016,Argentina,Cameroon,"G / FI",5,,17,,,3,,3,19,8
2016,Argentina,Cameroon,"G / AR",9,,,,,,,,9,
2016,Argentina,Cameroon,"G / JR",3,,,,,,,,3,
2016,Armenia,Cameroon,"G / FI",,,2,1,,,,1,1,1
2016,Australia,Cameroon,"G / AR",7,,6,2,,3,,5,8,
2016,Australia,Cameroon,"G / FI",18,,18,,,6,,6,17,
2016,Austria,Cameroon,"G / FA",92,,50,16,2,9,10,37,98,
2016,Belgium,Cameroon,"G / RA",,,29,,,,22,22,,
2016,Belgium,Cameroon,"G / FI",119,,257,52,,128,9,189,189,
2016,Belgium,Cameroon,"G / JR",52,,108,11,,100,3,114,33,
2016,Benin,Cameroon,"G / FI",,,1,,,,,,1,1
2016,"Burkina Faso",Cameroon,"J / FI",1,1,,,,,,,1,1
2016,Bulgaria,Cameroon,"G / FI",18,18,1,,,4,,4,6,6
2016,Bulgaria,Cameroon,"G / RA",,,3,,,,,,3,3
2016,"Bosnia and Herzegovina",Cameroon,"G / FI",,,2,,,,,,2,2
2016,Brazil,Cameroon,"G / FI",130,93,28,17,1,7,,25,133,49
2016,"Central African Rep.",Cameroon,"G / FI",,,13,,,,10,10,3,3
2016,Canada,Cameroon,"G / FI",84,,201,119,,54,6,179,139,
2016,Switzerland,Cameroon,"G / FI",,,3,,,,,,,
2016,Switzerland,Cameroon,"G / FI",27,,251,,9,14,194,217,77,
2016,Chile,Cameroon,"G / FI",1,1,,,,,,,1,
2016,China,Cameroon,"U / FI",31,31,31,1,,9,9,19,43,43
2016,China,Cameroon,"U / AR",2,2,9,,,4,1,5,6,6
2016,"Côte d'Ivoire",Cameroon,"J / FA",13,13,,,,,10,10,3,3
2016,"Dem. Rep. of the Congo",Cameroon,"G / FI",42,42,,,,14,9,23,19,19
2016,Congo,Cameroon,"G / FA",3,3,,,,,,,3,3
2016,"Costa Rica",Cameroon,"G / AR",1,1,1,,,1,,1,1,1
2016,"Costa Rica",Cameroon,"G / FI",23,23,,,,1,4,5,18,18
2016,Cyprus,Cameroon,"G / AR",2,,4,,,,,,6,1
2016,Cyprus,Cameroon,"G / RA",2,,2,,,2,,2,2,
2016,Cyprus,Cameroon,"G / FI",,,1,,,,,,1,
2016,Cyprus,Cameroon,"G / FI",27,27,73,5,1,5,,11,89,52
2016,"Czech Rep.",Cameroon,"G / RA",,,2,,,,,,,
2016,"Czech Rep.",Cameroon,"G / FI",3,,4,,,1,5,6,3,
2016,Germany,Cameroon,"G / JR",232,,,3,1,51,153,208,335,
2016,Germany,Cameroon,"G / NA",1222,,1351,5,5,263,270,543,2102,
2016,Germany,Cameroon,"G / RA",52,,48,,,3,34,37,73,
2016,Denmark,Cameroon,"G / AR",1,,2,,,,,,3,
2016,Denmark,Cameroon,"G / FI",3,,11,,,,2,2,7,
2016,Algeria,Cameroon,"U / FI",18,18,21,4,,13,7,24,15,15
2016,Algeria,Cameroon,"U / AR",3,3,5,1,,4,,5,3,3
2016,Algeria,Cameroon,"U / RA",,,3,,,,2,2,1,1
2016,Egypt,Cameroon,"U / FI",43,43,33,3,,20,29,52,24,24
2016,Egypt,Cameroon,"U / RA",,,1,1,,,,1,,
2016,Egypt,Cameroon,"U / AR",2,2,3,1,,1,3,5,,
2016,Spain,Cameroon,"G / FI",135,,125,23,1,19,,43,205,
2016,Estonia,Cameroon,"G / FI",,,3,,,3,,3,1,
2016,Ethiopia,Cameroon,"J / FI",1,1,,,,,,,1,1
2016,Finland,Cameroon,"G / RA",,,1,,,,,,2,
2016,Finland,Cameroon,"G / FI",41,,86,28,,73,11,112,19,
2016,France,Cameroon,"G / RA",,,11,,,,,,,
2016,France,Cameroon,"G / AR",59,,250,26,9,112,3,150,150,
2016,France,Cameroon,"G / FI",387,,429,64,18,422,,504,294,
2016,France,Cameroon,"G / RA",,,5,2,,4,4,10,,
2016,Gabon,Cameroon,"G / FA",1,1,,,,1,,1,,
2016,"United Kingdom",Cameroon,"G / AR",,,68,22,,51,3,76,,
2016,"United Kingdom",Cameroon,"G / RA",,,,,,,,,,
2016,"United Kingdom",Cameroon,"G / FI",169,,185,21,7,85,11,124,178,
2016,Georgia,Cameroon,"G / FI",14,14,11,,,8,14,22,3,2
2016,Ghana,Cameroon,"G / FI",7,7,1,2,,,,2,6,6
2016,Guinea,Cameroon,"G / FI",1,,1,,,1,,1,1,
2016,Guinea-Bissau,Cameroon,"G / FI",1,1,,,,,,,,
2016,Greece,Cameroon,"G / RA",,,3,,,,,,,
2016,Greece,Cameroon,"G / AR",30,,97,3,,13,6,22,104,
2016,Greece,Cameroon,"G / FI",12,,211,18,,127,31,176,47,
2016,Croatia,Cameroon,"G / FI",,,5,,,,,,5,5
2016,Croatia,Cameroon,"G / JR",1,1,3,,,3,,3,1,1
2016,Haiti,Cameroon,"U / FI",,,2,,,,,,2,2
2016,Hungary,Cameroon,"G / FA",91,,,3,3,12,60,78,7,
2016,Hungary,Cameroon,"G / RA",,,6,,,,,,,
2016,Hungary,Cameroon,"G / FI",,,9,,,,,,,
2016,Indonesia,Cameroon,"U / FI",15,15,25,1,,1,1,3,37,37
2016,Indonesia,Cameroon,"U / AR",2,2,1,,,,,,3,3
2016,India,Cameroon,"U / FI",20,20,15,1,,8,6,15,20,20
2016,India,Cameroon,"U / AR",4,4,9,,,2,6,8,5,5
2016,Ireland,Cameroon,"G / SP",7,,6,1,,2,4,7,6,
2016,Ireland,Cameroon,"G / FI",8,,4,5,,5,1,11,3,
2016,Ireland,Cameroon,"G / SP",5,,5,2,,4,2,8,2,
2016,Ireland,Cameroon,"G / RA",,,2,,,,,,,
2016,Ireland,Cameroon,"G / AR",22,,8,2,,13,2,17,13,
2016,Iraq,Cameroon,"U / FI",1,1,,,,,,,1,1
2016,Iceland,Cameroon,"G / FI",,,1,,,,1,1,,
2016,Italy,Cameroon,"G / FI",273,,1987,88,253,334,,675,1389,
2016,Jordan,Cameroon,"U / FI",1,1,,1,,,,1,,
2016,Japan,Cameroon,"G / AR",144,,30,,,,,,105,
2016,Kenya,Cameroon,"J / FI",11,11,3,,,,1,1,13,13
2016,Kenya,Cameroon,"J / AR",2,2,,,,,,,2,2
2016,"Rep. of Korea",Cameroon,"G / FA",106,18,121,1,,147,6,154,90,13
2016,Lebanon,Cameroon,"U / AR",1,1,2,,,3,,3,,
2016,Lebanon,Cameroon,"U / FI",7,,5,,,2,4,6,6,6
2016,Libya,Cameroon,"U / FI",1,1,,,,,,,1,1
2016,Luxembourg,Cameroon,"G / JR",,,1,,,1,,1,,
2016,Luxembourg,Cameroon,"G / FI",23,,18,2,,5,14,21,13,
2016,Luxembourg,Cameroon,"G / AR",,,8,,,1,3,4,4,
2016,"China, Macao SAR",Cameroon,"G / FI",1,,,,,,,,1,
2016,Morocco,Cameroon,"U / FI",166,166,625,24,,82,219,325,466,466
2016,Morocco,Cameroon,"U / AR",28,28,23,2,,38,4,44,7,7
2016,"Rep. of Moldova",Cameroon,"G / JR",,,1,,,,,,1,1
2016,"Rep. of Moldova",Cameroon,"G / FI",,,2,,,1,,1,1,1
2016,Madagascar,Cameroon,"U / FI",,,1,,,,,,1,1
2016,Mexico,Cameroon,"G / FI",7,,23,1,,3,10,14,16,16
2016,"The former Yugoslav Republic of Macedonia",Cameroon,"G / FA",,,1,,,,1,1,,
2016,Mali,Cameroon,"G / FI",2,2,,,,,2,2,,
2016,Malta,Cameroon,"G / AR",2,,,,,,,,,
2016,Malta,Cameroon,"G / FI",,,,,,,,,,
2016,Montenegro,Cameroon,"G / FA",,,2,,,,2,2,,
2016,Mauritania,Cameroon,"U / AR",4,4,4,,,2,,2,6,6
2016,Mauritania,Cameroon,"U / FI",22,22,22,1,,8,16,25,19,19
2016,Malaysia,Cameroon,"U / AR",2,2,,,,,1,1,1,1
2016,Malaysia,Cameroon,"U / FI",4,4,,,,1,3,4,,
2016,Namibia,Cameroon,"G / FI",3,1,1,,,,,,4,4
2016,Nigeria,Cameroon,"G / FI",8,8,7,,,,,,15,15
2016,Netherlands,Cameroon,"G / FI",22,,19,5,,6,7,18,14,
2016,Netherlands,Cameroon,"G / RA",2,,3,2,,1,,3,1,
2016,Norway,Cameroon,"G / AR",,,7,,,7,,7,,
2016,Norway,Cameroon,"G / FI",4,,4,3,,8,1,12,4,
2016,"New Zealand",Cameroon,"G / FI",2,,1,,,2,,2,1,
2016,Panama,Cameroon,"G / FI",6,5,1,,,,1,1,6,2
2016,Peru,Cameroon,"G / FI",,,6,1,,2,,3,3,3
2016,Philippines,Cameroon,"G / FA",2,,2,,,,,,4,
2016,Poland,Cameroon,"G / AR",,,1,,,1,,1,,
2016,Poland,Cameroon,"G / FI",2,,,,2,1,1,4,1,
2016,Portugal,Cameroon,"G / FI",3,,10,2,,1,7,10,3,
2016,Paraguay,Cameroon,"G / FI",1,,,,,1,,1,,
2016,Romania,Cameroon,"G / FI",9,9,11,1,,8,1,10,3,3
2016,Romania,Cameroon,"G / RA",,,4,,,,,,,
2016,"Russian Federation",Cameroon,"G / FI",,,7,,,,5,5,2,2
2016,"Russian Federation",Cameroon,"G / TA",,,11,,1,,6,7,4,4
2016,Sudan,Cameroon,"G / FI",,,7,7,,,,7,,
2016,Senegal,Cameroon,"G / FA",36,36,5,,,,,,41,41
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Cameroon,"G / FI",,,5,2,,,3,5,,
2016,Suriname,Cameroon,"U / FI",,,1,,,,,,1,1
2016,Slovakia,Cameroon,"G / FI",,,,1,,1,,2,,
2016,Slovenia,Cameroon,"G / FI",1,,3,,,2,1,3,2,
2016,Sweden,Cameroon,"G / FI",75,,50,14,3,28,23,68,56,
2016,Sweden,Cameroon,"G / RA",2,,9,,,2,,2,9,
2016,Sweden,Cameroon,"G / AR",1,,32,,,22,2,24,9,
2016,Chad,Cameroon,"G / FA",522,522,1,,,,7,7,516,516
2016,Togo,Cameroon,"G / FA",,,9,,,,,,9,9
2016,Thailand,Cameroon,"U / AR",,,1,,,1,,1,,
2016,Thailand,Cameroon,"U / FI",10,10,5,1,,3,7,11,4,4
2016,Turkey,Cameroon,"U / AR",7,7,,,,,3,3,4,4
2016,Turkey,Cameroon,"U / FI",94,94,29,3,,,40,43,80,80
2016,Ukraine,Cameroon,"G / FI",21,14,4,,,1,4,5,20,17
2016,Ukraine,Cameroon,"G / JR",94,16,1,,,,1,1,94,14
2016,Ukraine,Cameroon,"U / AR",2,2,,,,,,,2,2
2016,Ukraine,Cameroon,"U / FI",,,1,,,,,,1,1
2016,Uruguay,Cameroon,"G / FI",1,1,1,,,,,,2,2
2016,"United States of America",Cameroon,"G / IN",869,,926,65,,2,51,118,1691,
2016,"United States of America",Cameroon,"G / EO",711,,422,137,,48,70,255,1062,
2016,"South Africa",Cameroon,"G / AR",354,35,,,,,354,354,,
2016,"South Africa",Cameroon,"G / FI",304,30,355,5,,152,,157,502,
2016,"South Africa",Cameroon,"G / AR",293,29,,,,,293,293,,
